PID	Status	Label
-	0	com.anthropic.claudefordesktop.ShipIt
10235	-9	com.apple.replayd
45568	-9	com.apple.coreservices.uiagent
64365	-9	com.apple.icloud.searchpartyuseragent
-	-9	com.apple.AccessibilityVisualsAgent
63310	1	com.apple.Siri.agent
-	0	com.apple.installd.user
-	-9	com.apple.privatecloudcomputed
-	-9	com.apple.textunderstandingd
64729	-9	com.apple.liveactivitiesd
1108	0	com.apple.akd
-	-9	com.apple.CallHistoryPluginHelper
-	-9	com.apple.jetpackassetd
-	-9	com.apple.homeeventsd
50856	-9	com.apple.GamePolicyAgent
-	0	com.apple.mbproximityhelper
-	-9	com.apple.appplaceholdersyncd
-	0	com.apple.storeaccountd
-	0	com.apple.AddressBook.AssistantService
-	0	com.apple.PIPAgent
1123	0	com.apple.cmio.ContinuityCaptureAgent
-	0	com.apple.mbfloagent
-	0	com.apple.searchtoold
-	-9	com.apple.printtool.agent
-	-9	com.apple.callintelligenced
60610	0	application.com.figma.Desktop.354939099.354939105
-	-9	com.apple.askpermissiond
24431	0	com.microsoft.VSCode.ShipIt
23115	0	application.org.mozilla.thunderbird.7081724.354913442.2636D9A7-89A8-4C3B-9590-5BCB2F168309
-	0	com.apple.ssinvitationagent
-	0	com.apple.webinspectord
-	-9	com.apple.avatarsd
-	0	com.apple.speech.synthesisserver
89366	-9	com.apple.FeatureAccessAgent
-	-9	com.apple.storeuid
-	0	com.apple.rcd
-	0	com.apple.printuitool.agent
-	0	com.apple.NVMeAgent
-	0	com.apple.speech.speechdatainstallerd
-	0	com.apple.AOSHeartbeat
1456	0	com.apple.CryptoTokenKit.ahp.agent
-	0	com.apple.SafariNotificationAgent
-	0	com.apple.coredatad
26346	0	application.com.apple.ActivityMonitor.1152921500311908412.1152921500311908417
60636	0	application.com.figma.agent.9027448.354939936
64577	-9	com.apple.remindd
-	0	com.apple.appsleep
-	0	com.microsoft.SyncReporter
12518	-9	com.apple.duetexpertd
1271	0	com.apple.coreservices.useractivityd
-	0	com.apple.screencaptureui.agent
-	0	com.apple.cvmsCompAgent3600_x86_64_1
-	0	com.apple.netauth.user.auth
1261	0	com.apple.ViewBridgeAuxiliary
-	0	com.apple.mbbackgrounduseragent
-	0	com.apple.cvmsCompAgent_x86_64
1004	0	com.apple.lsd
73771	-9	com.apple.siri.context.service
18498	0	com.apple.fskit.fskit_agent
61078	-9	com.apple.pluginkit.pkd
-	0	com.apple.CharacterPicker.RemoteGenerationViewService
-	0	com.apple.security.XPCTimeStampingService
-	0	com.apple.Virtualization.EventTap
-	0	com.apple.webkit.webpushd
-	-9	com.apple.weatherd
-	0	com.discord.discord.ShipIt
64384	-9	com.apple.cache_delete
-	0	com.apple.symptomsd-diag.agent
1434	0	com.apple.AMPDeviceDiscoveryAgent
-	0	com.apple.accessibility.dfrhud
-	-9	com.apple.CallHistorySyncHelper
26347	-9	com.apple.colorsync.useragent
61532	-9	com.apple.analyticsagent
32151	-9	com.apple.appleaccountd
19278	-9	com.apple.parsecd
-	-9	com.apple.mlruntimed
1420	0	com.apple.Dock.agent
-	0	com.apple.parsec-fbf
40258	-9	com.apple.dmd
51615	0	application.md.obsidian.405158.405437
89394	-9	com.apple.transparencyd
-	-9	com.apple.usbnotificationagent
-	-9	com.apple.AppSSOAgent
64216	0	com.apple.mbuseragent
-	-9	com.apple.security.cloudkeychainproxy3
989	0	com.apple.UserEventAgent-Aqua
89368	-9	com.apple.followupd
1011	0	com.apple.identityservicesd
7645	-9	com.apple.telephonyutilities.callservicesd
-	0	com.apple.DwellControl
73773	-9	com.apple.generativeexperiencesd
-	-9	com.apple.ScreenTimeSettingsAgent
-	-9	com.apple.XProtect.agent.scan
-	-9	com.apple.storekitagent
-	0	com.linguee.DeepLLauncher
1712	0	com.apple.security.DiskUnmountWatcher
63227	-9	com.apple.CoreLocationAgent
-	0	com.apple.StorageManagement.Service
-	0	com.apple.securemessagingagent
4371	-9	com.apple.SecureBackupDaemon
-	0	com.apple.security.agent
60494	-9	com.apple.backgroundtaskmanagement.agent
10168	-9	com.apple.intelligenceflowd
89382	-9	com.apple.icloudwebd
-	-9	com.apple.businessservicesd
-	0	com.apple.cfnetwork.AuthBrokerAgent
1413	0	application.com.sublimetext.4.128841072.128841229
28375	-9	com.apple.feedbackd
-	0	com.microsoft.OneDriveLauncher
-	0	com.apple.storedownloadd
66670	0	application.com.anthropic.claudefordesktop.364962249.364962255
-	0	com.apple.SpacesTouchBarAgent.app
994	0	com.apple.BTServer.cloudpairing
-	0	us.zoom.updater.login.check
-	0	com.apple.managedcorespotlightd
1055	0	com.apple.coreservices.sharedfilelistd
1000	0	com.apple.pboard
71067	0	application.net.whatsapp.WhatsApp.368861771.368861780
1574	0	application.com.fortinet.forticlient.FortiClientAgent.35034817.35035249
1546	0	application.com.google.drivefs.347239207.347239216
-	0	com.apple.nowplayingtouchui
-	-9	com.apple.MobileAccessoryUpdater.fudHelperAgent
-	0	com.apple.reversetemplated
38132	-9	com.apple.BTServer.le.agent
-	0	com.apple.AskPermissionUI
-	0	com.apple.thermaltrap
1023	0	com.apple.rapportd
43937	-9	com.apple.SoftwareUpdateNotificationManager
-	0	com.apple.DistributionKit.DistributionHelper
-	0	com.apple.accounts.dom
1452	0	com.apple.TextInputUI.xpc.CursorUIViewService
-	0	com.apple.metadata.mdflagwriter
-	-9	com.apple.DictionaryServiceHelper
-	0	com.apple.mdworker.shared
-	0	com.apple.mdworker.single.x86_64
-	0	com.apple.usermanagerhelper
1040	0	com.apple.installandsetup.migrationhelper.user
4716	-9	com.apple.containermanagerd
25103	-9	com.apple.imdpersistence.IMDPersistenceAgent
-	0	com.apple.TrustEvaluationAgent
-	0	com.apple.Notes.datastore
95568	-9	com.apple.mlhostd
-	0	com.apple.preference.displays.MirrorDisplays
-	-9	com.apple.IOUIAgent
54957	0	com.apple.neagent.878568F8-CCE5-4157-8315-22F20DC8FB0A
1518	0	com.fortinet.credential_store
-	0	com.apple.previewshellapp
-	-9	com.apple.managedappdistributionagent
996	0	com.apple.accountsd
61967	-9	com.apple.cdpd
3733	-9	com.apple.routined
-	111	com.adobe.ARMDCHelper.cc24aef4a1b90ed56a725c38014c95072f92651fb65e1bf9c8e43c37a23d420d
64133	-9	com.apple.siriactionsd
-	0	com.apple.KeyboardAccessAgent
-	0	com.apple.ecosystemagent
1002	0	com.apple.BiomeAgent
-	0	com.apple.storelegacy
-	0	com.apple.OSDUIHelper
50836	-9	com.apple.audio.AudioComponentRegistrar
64194	-9	com.apple.AssetCacheLocatorService
-	0	com.apple.DiagnosticsReporter
1021	0	com.apple.lockoutagent
-	0	com.apple.videosubscriptionsd
12723	-9	com.apple.pbs
-	0	com.apple.calendar.CalendarAgentBookmarkMigrationService
1251	0	com.apple.notificationcenterui.agent
89401	-9	com.apple.protectedcloudstorage.protectedcloudkeysyncing
1449	0	com.apple.imklaunchagent
1188	0	com.apple.FileProvider
-	0	com.apple.imcore.imtransferagent
26921	-9	com.apple.mobiletimerd
-	0	com.apple.btsa
1527	0	com.apple.icdd
-	0	com.apple.ckdiscretionaryd
-	-9	com.apple.EscrowSecurityAlert
-	78	com.fortinet.forticlient.ztagent
6585	-9	com.apple.MTLAssetUpgraderD
63420	0	com.apple.ptpcamerad
29271	0	com.apple.metadata.mdwrite
-	0	com.apple.loginwindow.LWWeeklyMessageTracer
-	0	com.apple.dt.previewsviewservice
-	0	com.apple.spotlightknowledged
-	0	com.apple.securityuploadd
-	-9	com.apple.lockdownmoded
-	0	com.apple.companiond
-	0	com.apple.RapportUIAgent
64605	-9	com.apple.siriknowledged
1715	0	com.apple.powerchime
1042	0	com.apple.sharingd
-	-9	com.apple.seserviced
67500	-9	com.apple.mobilerepaird
-	0	com.apple.iCloudUserNotificationsd
-	-9	com.apple.metrickitd
-	0	com.apple.storeassetd
1090	0	com.apple.familycircled
-	-9	com.apple.filevaultd
-	0	com.apple.FontRegistryUIAgent
-	-9	com.apple.RemoteManagementAgent
-	0	com.apple.sportsd
-	-9	com.apple.TextInputSwitcher
-	-9	com.apple.intelligentroutingd
-	0	com.apple.AMPArtworkAgent
1050	0	com.apple.imagent
7302	-9	com.apple.sidecar-relay
-	0	com.apple.cloudsettingssyncagent
81398	-9	com.apple.assistant_cdmd
70978	-9	com.apple.photoanalysisd
-	0	com.apple.syncservices.SyncServer
62656	0	com.apple.imautomatichistorydeletionagent
1421	0	com.apple.SystemUIServer.agent
-	0	com.apple.PackageUIKit.InstallStatus
1237	0	com.apple.talagent
49948	-9	com.apple.suggestd
-	0	com.apple.navd
-	0	com.apple.appleidsetupd
-	0	com.apple.RemoteDesktop.agent
32150	-9	com.apple.iCloudNotificationAgent
43811	-9	com.apple.amsaccountsd
-	0	com.apple.VoiceOver
77909	-9	com.apple.Maps.mapssyncd
45945	-9	com.apple.swtransparencyd
-	0	com.apple.gputoolsserviced
1009	0	com.apple.usernotificationsd
-	-9	com.apple.FamilyControlsAgent
-	0	com.apple.spotlightknowledged.importer
-	0	com.apple.AssistiveControl
-	0	com.apple.mdworker.single.arm64
-	0	com.apple.ContainerMigrationService
975	0	com.apple.secd
63312	-9	com.apple.hiservices-xpcservice
-	-9	com.apple.BKAgentService
-	0	com.apple.cvmsCompAgent_x86_64_1
19002	-9	com.apple.assistantd
73759	-9	com.apple.siriinferenced
90286	0	application.com.microsoft.teams2.345094654.345152106
89392	-9	com.apple.studentd
-	0	com.apple.FollowUpUI
1269	0	com.apple.videoconference.camera
-	0	com.apple.corespotlightservice
1262	0	com.apple.uikitsystemapp
-	0	com.apple.controlstrip
-	-9	com.apple.financed
64363	-9	com.apple.findmy.findmylocateagent
75451	-9	com.apple.mediaanalysisd
-	-9	com.apple.DiskArbitrationAgent
28388	-9	com.apple.assessmentagent
-	0	com.apple.exchange.exchangesyncd
-	0	com.apple.testmanagerd
-	0	com.apple.dt.AutomationModeUI
89369	-9	com.apple.scopedbookmarksagent.xpc
1636	0	application.com.fortinet.FctMiscAgent.35035086.35035100
1740	0	com.apple.ensemble
79343	-9	com.apple.ReportCrash
-	0	com.apple.biomesyncd
-	0	com.microsoft.OneDriveStandaloneUpdater
57757	-9	com.apple.ciphermld
2127	0	application.com.linguee.DeepLCopyTranslator.310182144.310182331
-	0	com.fortinet.fct_launcher
73866	-9	com.apple.UsageTrackingAgent
-	-9	com.apple.email.maild
64362	-9	com.apple.donotdisturbd
-	0	com.apple.accessorysensormgrd
-	0	com.apple.locationaccessstored
-	0	com.apple.menuextra.battery.helper
-	0	com.apple.appleseed.seedusaged.postinstall
-	0	com.apple.Maps.mapspushd
-	0	com.apple.coreidvd
-	0	com.apple.voicememod
-	-9	com.apple.gamed
-	0	com.apple.STMUIHelper
79322	-9	com.apple.intelligencecontextd
39550	-9	com.apple.knowledge-agent
-	0	com.apple.midiserver
1022	0	com.apple.mobiledeviceupdater
1140	0	com.apple.AccessibilityUIServer
64579	-9	com.apple.communicationtrustd
68543	-9	com.apple.helpd
-	0	com.apple.icloudmailagent
-	0	com.apple.quicklook.ui.helper
-	0	com.apple.GameOverlayUI
1066	0	com.apple.wifi.WiFiAgent
-	0	com.apple.screensharing.MessagesAgent
-	0	com.apple.toolkitd
-	0	com.apple.diskspaced
-	0	com.google.GoogleUpdater.wake
1379	0	com.apple.passd
-	0	com.fortinet.fortitray
-	0	com.apple.DictationIM
57815	-9	com.apple.sociallayerd
-	0	com.apple.mdmclient.agent
67499	0	com.apple.iCloudHelper
-	0	com.apple.CharacterPicker.FileService
89398	-9	com.apple.keychainsharingmessagingd
-	0	com.apple.MessageUIMacHelperService
-	0	com.apple.cvmsCompAgent3425AMD_x86_64
-	0	com.apple.gamecontroller.ConfigService
-	0	com.apple.security.XPCKeychainSandboxCheck
-	-9	com.apple.podcasts.PodcastContentService
64648	-9	com.apple.CoreAuthentication.agent
63228	-9	com.apple.syncdefaultsd
-	0	com.apple.sidecar-display-agent
1259	0	com.apple.chronod
78542	-9	com.apple.accessibility.heard
1187	0	com.apple.corespeechd
7877	-9	com.apple.geoanalyticsd
36986	0	application.com.microsoft.Outlook.347611851.347706666
-	0	com.apple.AMPSystemPlayerAgent
19279	-9	com.apple.itunescloudd
-	0	com.apple.scrod
-	-9	com.apple.spindump_agent
-	-9	com.apple.frauddefensed
80147	-9	com.apple.AquaAppearanceHelper
89391	-9	com.apple.AuthenticationServicesCore.AuthenticationServicesAgent
-	0	com.apple.cvmsCompAgent_arm64
90523	-9	com.apple.milod
-	0	com.apple.bookdatastored
1562	0	application.cc.ffitch.shottr.300303435.300303452
61965	-9	com.apple.security.keychain-circle-notification
-	0	com.apple.appstorecomponentsd
64372	-9	com.apple.icloud.findmydeviced.findmydevice-user-agent
-	0	com.apple.XProtect.agent.scan.startup
-	-9	com.apple.amsengagementd
-	-9	com.apple.betaenrollmentagent
-	0	com.apple.AirPortBaseStationAgent
4369	-9	com.apple.proactiveeventtrackerd
-	0	com.apple.proactived
-	-9	com.apple.ModelCatalogAgent
998	0	com.apple.universalaccessd
1005	0	com.apple.linkd
-	0	com.apple.accessibility.MotionTrackingAgent
-	0	com.apple.neagent
-	-9	com.apple.SafariLaunchAgent
-	0	com.apple.idsfoundation.IDSRemoteURLConnectionAgent
-	0	com.apple.textcomposerd
65231	-9	com.apple.recentsd
97624	-9	com.apple.spotlightknowledged.updater
-	0	com.apple.transparencyStaticKey
-	-9	com.apple.sirittsd
57761	-9	com.apple.dprivacyd
1024	0	com.apple.usernoted
44009	-9	com.apple.geodMachServiceBridge
-	0	com.apple.Safari.History
19281	-9	com.apple.translationd
-	0	com.apple.AddressBook.abd
-	0	com.apple.bluetoothaudiod
64576	-9	com.apple.calaccessd
-	0	com.apple.ScreenReaderUIServer
-	0	com.apple.newsd
-	0	com.apple.systemsettingsagent
90289	0	com.microsoft.teams2.respawn
26343	-9	com.apple.managedcorespotlightd.1EB839CB-3AE1-482A-C4B1-DB2040CECD4C
78599	-9	com.apple.swcd
-	0	com.apple.symptomsd.distributed-agent
1534	0	com.apple.AirPlayUIAgent
-	-9	com.apple.backgroundassets.user
-	0	com.apple.cvmsCompAgent_arm64_1
-	0	com.apple.dt.previewsd
-	-9	com.apple.shazamd
1178	0	com.apple.corespotlightd
6723	-9	com.apple.naturallanguaged
-	0	com.apple.netauth.user.gui
-	0	com.apple.watchlistd
1247	0	com.apple.xtyped
-	0	com.apple.TMHelperAgent
1544	0	com.apple.Spotlight
92667	-9	com.apple.appstoreagent
-	-9	com.apple.AMPDevicesAgent
50835	-9	com.apple.accessibility.mediaaccessibilityd
-	0	com.apple.cvmsCompAgent3425AMD_x86_64_1
-	0	com.apple.mdworker.sizing
-	0	com.apple.SpeechRecognitionCore.brokerd
1643	0	com.apple.metadata.mdbulkimport
-	0	com.apple.iokit.IOServiceAuthorizeAgent
-	0	com.apple.cvmsCompAgent3600_arm64
64727	-9	com.apple.WorkflowKit.ShortcutsViewService
-	-9	com.apple.carboncore.csnameddata
-	0	com.apple.mdworker.application
64364	-9	com.apple.contactsd
-	0	com.apple.cvmsCompAgent3600_x86_64
-	0	com.apple.speech.speechsynthesisd.arm64
-	0	com.apple.CoreRoutine.helperservice
962	0	com.apple.distnoted.xpc.agent
64132	-9	com.apple.geod
